City,Year,Capacity (kW DC) Residential (3 or fewer dwelling units per building),Project Count Residential (3 or fewer dwelling units per building),Capacity (kW DC) Other,Project Count Other,Capacity (kW DC) School (K-12),Project Count School (K-12),Capacity (kW DC) Agricultural,Project Count Agricultural,Capacity (kW DC) College / University,Project Count College / University,Capacity (kW DC) Commercial / Office,Project Count Commercial / Office,Capacity (kW DC) Municipal - K-12 School,Project Count Municipal - K-12 School,Capacity (kW DC) Municipal / Government / Public,Project Count Municipal / Government / Public,Capacity (kW DC) Retail,Project Count Retail,Capacity (kW DC) Mixed use (commercial & residential),Project Count Mixed use (commercial & residential),Capacity (kW DC) Religious,Project Count Religious,Capacity (kW DC) Industrial,Project Count Industrial,Capacity (kW DC) Multi-family residential (4 or more dwelling units per building),Project Count Multi-family residential (4 or more dwelling units per building),Capacity (kW DC) Hospital / Health Care,Project Count Hospital / Health Care,Capacity (kW DC) Restaurant / Food Service,Project Count Restaurant / Food Service,Capacity (kW DC) Federal,Project Count Federal,Capacity (kW DC) Community Solar,Project Count Community Solar,Capacity (kW DC) State,Project Count State,Capacity (kW DC) State - College/University,Project Count State - College/University,Capacity (kW DC) All,Project Count All,Capacity (kW DC) Commercial,Project Count Commercial,Capacity (kW DC) Municipal,Project Count Municipal,Capacity (kW DC) State/Fed,Project Count State/Fed,Capacity (kW DC) All Cumulative,Project Count All Cumulative,Capacity (kW DC) Residential Cumulative,Project Count Residential Cumulative,Capacity (kW DC) Multifamily Cumulative,Project Count Multifamily Cumulative,Capacity (kW DC) Mixed use Cumulative,Project Count Mixed use Cumulative,Capacity (kW DC) Commercial Cumulative,Project Count Commercial Cumulative,Capacity (kW DC) Municipal Cumulative,Project Count Municipal Cumulative,Capacity (kW DC) State/Fed Cumulative,Project Count State/Fed Cumulative,Capacity (kW DC) Industrial Cumulative,Project Count Industrial Cumulative,Capacity (kW DC) Agricultural Cumulative,Project Count Agricultural Cumulative,Capacity (kW DC) Community Solar Cumulative,Project Count Community Solar Cumulative,Capacity (kW DC) Other Cumulative,Project Count Other Cumulative
Truro,2018,462.553,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.553,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.2640000000001,218.0,1370.9160000000002,207.0,0.0,0.0,0.0,0.0,95.508,9.0,26.84,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truro,2019,335.57800000000003,39.0,12.095,1.0,,,,,,,,,,,86.11,1.0,,,,,,,,,,,,,,,,,,,,,,,433.7830000000001,41.0,0.0,0.0,86.11,1.0,0.0,0.0,1927.047,259.0,1706.4940000000001,246.0,0.0,0.0,0.0,0.0,95.508,9.0,112.95,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.095,1.0
Truro,2020,224.49200000000002,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.49200000000002,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.539,290.0,1930.986,277.0,0.0,0.0,0.0,0.0,95.508,9.0,112.95,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.095,1.0
Truro,2021,436.63,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.63,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2588.169,337.0,2367.616,324.0,0.0,0.0,0.0,0.0,95.508,9.0,112.95,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.095,1.0
Truro,2022,471.834,37.0,,,,,,,,,,,,,,,,,,,,,40.095,1.0,,,,,,,,,,,,,,,511.929,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.098,375.0,2839.4500000000003,361.0,0.0,0.0,0.0,0.0,95.508,9.0,112.95,3.0,0.0,0.0,40.095,1.0,0.0,0.0,0.0,0.0,12.095,1.0
Truro,2023,237.292,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.292,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3337.39,397.0,3076.742,383.0,0.0,0.0,0.0,0.0,95.508,9.0,112.95,3.0,0.0,0.0,40.095,1.0,0.0,0.0,0.0,0.0,12.095,1.0
Tyngsborough,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2005,10.92,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,5.0,10.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,5.0,10.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,5.0,10.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,5.0,10.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2009,7.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.22,7.0,18.22,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2010,5.535,1.0,,,,,,,,,,,,,,,,,,,,,98.67,1.0,,,,,,,,,,,,,,,104.205,2.0,0.0,0.0,0.0,0.0,0.0,0.0,122.425,9.0,23.755,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2011,9.43,2.0,,,,,,,,,101.66,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,111.09,3.0,101.66,1.0,0.0,0.0,0.0,0.0,233.515,12.0,33.185,10.0,0.0,0.0,0.0,0.0,101.66,1.0,0.0,0.0,0.0,0.0,98.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2012,8.61,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,242.125,13.0,41.795,11.0,0.0,0.0,0.0,0.0,101.66,1.0,0.0,0.0,0.0,0.0,98.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2013,148.175,25.0,,,,,,,,,,,,,,,,,,,,,46.98,1.0,,,,,,,,,,,,,,,195.155,26.0,0.0,0.0,0.0,0.0,0.0,0.0,437.28,39.0,189.97000000000003,36.0,0.0,0.0,0.0,0.0,101.66,1.0,0.0,0.0,0.0,0.0,145.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2014,202.225,29.0,,,,,,,,,,,,,,,,,,,,,73.255,1.0,,,,,,,,,,,,,,,275.48,30.0,0.0,0.0,0.0,0.0,0.0,0.0,712.76,69.0,392.19500000000005,65.0,0.0,0.0,0.0,0.0,101.66,1.0,0.0,0.0,0.0,0.0,218.905,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,2015,561.2330000000001,74.0,556.92,1.0,,,,,,,79.8,1.0,,,,,,,,,,,158.4,1.0,,,,,,,,,,,,,,,1356.353,77.0,79.8,1.0,0.0,0.0,0.0,0.0,2069.1130000000003,146.0,953.4280000000001,139.0,0.0,0.0,0.0,0.0,181.45999999999998,2.0,0.0,0.0,0.0,0.0,377.305,4.0,0.0,0.0,0.0,0.0,556.92,1.0
Tyngsborough,2016,713.934,89.0,,,,,,,,,,,,,,,,,,,,,2601.38,2.0,,,,,,,,,,,,,,,3315.3140000000003,91.0,0.0,0.0,0.0,0.0,0.0,0.0,5384.427000000001,237.0,1667.362,228.0,0.0,0.0,0.0,0.0,181.45999999999998,2.0,0.0,0.0,0.0,0.0,2978.685,6.0,0.0,0.0,0.0,0.0,556.92,1.0
Tyngsborough,2017,170.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5554.527000000001,260.0,1837.462,251.0,0.0,0.0,0.0,0.0,181.45999999999998,2.0,0.0,0.0,0.0,0.0,2978.685,6.0,0.0,0.0,0.0,0.0,556.92,1.0
Tyngsborough,2018,181.57,20.0,,,,,,,,,174.915,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,356.485,21.0,174.915,1.0,0.0,0.0,0.0,0.0,5911.012000000001,281.0,2019.0320000000002,271.0,0.0,0.0,0.0,0.0,356.375,3.0,0.0,0.0,0.0,0.0,2978.685,6.0,0.0,0.0,0.0,0.0,556.92,1.0
Tyngsborough,2019,225.355,24.0,8.28,1.0,,,,,,,,,332.64,1.0,,,40.32,1.0,,,,,,,,,,,,,,,,,,,,,606.595,27.0,40.32,1.0,332.64,1.0,0.0,0.0,6517.607000000001,308.0,2244.387,295.0,0.0,0.0,0.0,0.0,396.695,4.0,332.64,1.0,0.0,0.0,2978.685,6.0,0.0,0.0,0.0,0.0,565.1999999999999,2.0
Tyngsborough,2020,397.88,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.5,1.0,,,,,820.38,39.0,0.0,0.0,0.0,0.0,0.0,0.0,7337.987000000001,347.0,2642.267,333.0,0.0,0.0,0.0,0.0,396.695,4.0,332.64,1.0,0.0,0.0,2978.685,6.0,0.0,0.0,422.5,1.0,565.1999999999999,2.0
Tyngsborough,2021,229.845,22.0,,,,,,,,,374.4,1.0,,,,,96.25,1.0,,,,,,,,,,,,,,,10243.41,2.0,,,,,10943.905,26.0,470.65,2.0,0.0,0.0,0.0,0.0,18281.892,373.0,2872.112,355.0,0.0,0.0,0.0,0.0,867.345,6.0,332.64,1.0,0.0,0.0,2978.685,6.0,0.0,0.0,10665.91,3.0,565.1999999999999,2.0
Tyngsborough,2022,100.17,11.0,119.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.17000000000002,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18501.062,385.0,2972.282,366.0,0.0,0.0,0.0,0.0,867.345,6.0,332.64,1.0,0.0,0.0,2978.685,6.0,0.0,0.0,10665.91,3.0,684.1999999999999,3.0
Tyngsborough,2023,25.94,2.0,,,,,,,,,348.96,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,374.9,3.0,348.96,1.0,0.0,0.0,0.0,0.0,18875.962000000003,388.0,2998.222,368.0,0.0,0.0,0.0,0.0,1216.3049999999998,7.0,332.64,1.0,0.0,0.0,2978.685,6.0,0.0,0.0,10665.91,3.0,684.1999999999999,3.0
Tyringham,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2013,3.92,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,1.0,3.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2014,3.36,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279999999999999,2.0,7.279999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2015,16.65,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93,4.0,23.93,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2016,12.075,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.004999999999995,5.0,36.004999999999995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2017,19.950000000000003,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.950000000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.955,7.0,55.955,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyringham,2018,23.785,2.0,13.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.015,3.0,0.0,0.0,0.0,0.0,0.0,0.0,92.97,10.0,79.74000000000001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,1.0
Tyringham,2019,31.55,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.55,3.0,0.0,0.0,0.0,0.0,0.0,0.0,124.52,13.0,111.29,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,1.0
Tyringham,2020,7.37,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,131.89,14.0,118.66,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,1.0
Tyringham,2021,8.14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,140.03,15.0,126.80000000000001,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,1.0
Tyringham,2022,48.385,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.385,3.0,0.0,0.0,0.0,0.0,0.0,0.0,188.415,18.0,175.185,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,1.0
Tyringham,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.415,18.0,175.185,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,1.0
Upton,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2005,3.52,1.0,,,43.38,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.900000000000006,3.0,43.38,2.0,0.0,0.0,0.0,0.0,46.900000000000006,3.0,3.52,1.0,0.0,0.0,0.0,0.0,43.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.900000000000006,3.0,3.52,1.0,0.0,0.0,0.0,0.0,43.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.900000000000006,3.0,3.52,1.0,0.0,0.0,0.0,0.0,43.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.900000000000006,3.0,3.52,1.0,0.0,0.0,0.0,0.0,43.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2009,9.98,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.88000000000001,5.0,13.5,3.0,0.0,0.0,0.0,0.0,43.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2010,5.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.92000000000001,6.0,18.54,4.0,0.0,0.0,0.0,0.0,43.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2011,18.78,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,9.0,37.32,7.0,0.0,0.0,0.0,0.0,43.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2012,18.73,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.73,3.0,0.0,0.0,0.0,0.0,0.0,0.0,99.43,12.0,56.05,10.0,0.0,0.0,0.0,0.0,43.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2013,52.445,7.0,,,,,,,,,65.0,1.0,,,,,,,,,,,11.62,1.0,,,,,,,,,,,,,,,129.065,9.0,65.0,1.0,0.0,0.0,0.0,0.0,228.495,21.0,108.495,17.0,0.0,0.0,0.0,0.0,108.38,3.0,0.0,0.0,0.0,0.0,11.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2014,164.78,19.0,,,,,,,,,6.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,171.28,20.0,6.5,1.0,0.0,0.0,0.0,0.0,399.775,41.0,273.275,36.0,0.0,0.0,0.0,0.0,114.88,4.0,0.0,0.0,0.0,0.0,11.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2015,517.99,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.99,63.0,0.0,0.0,0.0,0.0,0.0,0.0,917.765,104.0,791.265,99.0,0.0,0.0,0.0,0.0,114.88,4.0,0.0,0.0,0.0,0.0,11.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2016,529.674,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.674,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.4389999999999,163.0,1320.9389999999999,158.0,0.0,0.0,0.0,0.0,114.88,4.0,0.0,0.0,0.0,0.0,11.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Upton,2017,383.624,47.0,2542.59,2.0,,,,,,,,,,,,,,,,,,,382.8,1.0,,,,,,,,,,,,,,,3309.014,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4756.4529999999995,213.0,1704.563,205.0,0.0,0.0,0.0,0.0,114.88,4.0,0.0,0.0,0.0,0.0,394.42,2.0,0.0,0.0,0.0,0.0,2542.59,2.0
Upton,2018,271.869,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.869,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5028.322,238.0,1976.432,230.0,0.0,0.0,0.0,0.0,114.88,4.0,0.0,0.0,0.0,0.0,394.42,2.0,0.0,0.0,0.0,0.0,2542.59,2.0
