,City,Year,Capacity (kW DC) Agricultural,Capacity (kW DC) All,Capacity (kW DC) College / University,Capacity (kW DC) Commercial / Office,Capacity (kW DC) Community Solar,Capacity (kW DC) Federal,Capacity (kW DC) Hospital / Health Care,Capacity (kW DC) Industrial,Capacity (kW DC) Mixed Use,Capacity (kW DC) Multi-family residential,Capacity (kW DC) Municipal - K-12 School,Capacity (kW DC) Municipal / Government / Public,Capacity (kW DC) Non-Profit,Capacity (kW DC) Other,Capacity (kW DC) Religious,Capacity (kW DC) Residential,Capacity (kW DC) Restaurant / Food Service,Capacity (kW DC) Retail,Capacity (kW DC) School (K-12),Capacity (kW DC) State,Capacity (kW DC) State - College/University,Capacity (kW DC) Unknown,Project Count Agricultural,Project Count All,Project Count College / University,Project Count Commercial / Office,Project Count Community Solar,Project Count Federal,Project Count Hospital / Health Care,Project Count Industrial,Project Count Mixed Use,Project Count Multi-family residential,Project Count Municipal - K-12 School,Project Count Municipal / Government / Public,Project Count Non-Profit,Project Count Other,Project Count Religious,Project Count Residential,Project Count Restaurant / Food Service,Project Count Retail,Project Count School (K-12),Project Count State,Project Count State - College/University,Project Count Unknown,Cumulative Capacity (kW DC) Agricultural,Cumulative Capacity (kW DC) All,Cumulative Capacity (kW DC) College / University,Cumulative Capacity (kW DC) Commercial / Office,Cumulative Capacity (kW DC) Community Solar,Cumulative Capacity (kW DC) Federal,Cumulative Capacity (kW DC) Hospital / Health Care,Cumulative Capacity (kW DC) Industrial,Cumulative Capacity (kW DC) Mixed Use,Cumulative Capacity (kW DC) Multi-family residential,Cumulative Capacity (kW DC) Municipal - K-12 School,Cumulative Capacity (kW DC) Municipal / Government / Public,Cumulative Capacity (kW DC) Non-Profit,Cumulative Capacity (kW DC) Other,Cumulative Capacity (kW DC) Religious,Cumulative Capacity (kW DC) Residential,Cumulative Capacity (kW DC) Restaurant / Food Service,Cumulative Capacity (kW DC) Retail,Cumulative Capacity (kW DC) School (K-12),Cumulative Capacity (kW DC) State,Cumulative Capacity (kW DC) State - College/University,Cumulative Capacity (kW DC) Unknown,Cumulative Project Count Agricultural,Cumulative Project Count All,Cumulative Project Count College / University,Cumulative Project Count Commercial / Office,Cumulative Project Count Community Solar,Cumulative Project Count Federal,Cumulative Project Count Hospital / Health Care,Cumulative Project Count Industrial,Cumulative Project Count Mixed Use,Cumulative Project Count Multi-family residential,Cumulative Project Count Municipal - K-12 School,Cumulative Project Count Municipal / Government / Public,Cumulative Project Count Non-Profit,Cumulative Project Count Other,Cumulative Project Count Religious,Cumulative Project Count Residential,Cumulative Project Count Restaurant / Food Service,Cumulative Project Count Retail,Cumulative Project Count School (K-12),Cumulative Project Count State,Cumulative Project Count State - College/University,Cumulative Project Count Unknown,Capacity (kW DC) Commercial,Capacity (kW DC) Municipal,Project Count Commercial,Project Count Municipal,Cumulative Capacity (kW DC) Commercial,Cumulative Project Count Commercial,Cumulative Project Count Municipal,Cumulative Capacity (kW DC) Municipal,TPO Count N,TPO Count Y,Cumulative TPO Count N,Cumulative TPO Count Y,pct res TPO cum
6435,Watertown,2023,,3563.554,,1499.85,,,,,,,,,,1457.295,,267.399,,,296.1,,,42.91,,48.0,,3.0,,,,,,,,,,3.0,,33.0,,,2.0,,,7.0,,10824.047,500.96,3868.1639999999998,,,,567.105,,246.72,6.08,50.49,,2022.71,14.8,2451.683,,24.885,512.58,,,557.87,,433.0,1.0,13.0,,,,1.0,,6.0,1.0,1.0,,8.0,1.0,386.0,,1.0,4.0,,,10.0,1795.9499999999998,0.0,5.0,0.0,4921.389,20.0,2.0,56.57,20.0,6.0,216.0,162.0,41.968911917098445
6436,Watertown,2024,,1352.38,,258.54,,,,,,28.64,194.02,,,756.8,,63.08,,,,,,51.3,,18.0,,1.0,,,,,,2.0,1.0,,,1.0,,7.0,,,,,,6.0,,12176.427,500.96,4126.704,,,,567.105,,275.36,200.10000000000002,50.49,,2779.51,14.8,2514.763,,24.885,512.58,,,609.17,,451.0,1.0,14.0,,,,1.0,,8.0,2.0,1.0,,9.0,1.0,393.0,,1.0,4.0,,,16.0,258.54,194.02,1.0,1.0,5179.929,21.0,3.0,250.59000000000003,1.0,1.0,217.0,163.0,41.475826972010175
6437,Watertown,2025,,492.0,,492.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,12668.427,500.96,4618.704,,,,567.105,,275.36,200.10000000000002,50.49,,2779.51,14.8,2514.763,,24.885,512.58,,,609.17,,453.0,1.0,16.0,,,,1.0,,8.0,2.0,1.0,,9.0,1.0,393.0,,1.0,4.0,,,16.0,492.0,0.0,2.0,0.0,5671.929,23.0,3.0,250.59000000000003,,,217.0,163.0,41.475826972010175
6438,Watertown,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,12668.427,500.96,4618.704,,,,567.105,,275.36,200.10000000000002,50.49,,2779.51,14.8,2514.763,,24.885,512.58,,,609.17,,453.0,1.0,16.0,,,,1.0,,8.0,2.0,1.0,,9.0,1.0,393.0,,1.0,4.0,,,16.0,0.0,0.0,0.0,0.0,5671.929,23.0,3.0,250.59000000000003,,,,,
6439,Wayland,2003,,8.064,,,,,,,,,,,,,,,,,,,,8.064,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,8.064,,,,,,,,,,,,,,,,,,,,8.064,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
6440,Wayland,2004,,5.52,,,,,,,,,,,,,,5.52,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,13.584,,,,,,,,,,,,,,5.52,,,,,,8.064,,3.0,,,,,,,,,,,,,,2.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0
6441,Wayland,2005,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,13.584,,,,,,,,,,,,,,5.52,,,,,,8.064,,3.0,,,,,,,,,,,,,,2.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0
6442,Wayland,2006,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,13.584,,,,,,,,,,,,,,5.52,,,,,,8.064,,3.0,,,,,,,,,,,,,,2.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0
6443,Wayland,2007,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,13.584,,,,,,,,,,,,,,5.52,,,,,,8.064,,3.0,,,,,,,,,,,,,,2.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0
6444,Wayland,2008,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,13.584,,,,,,,,,,,,,,5.52,,,,,,8.064,,3.0,,,,,,,,,,,,,,2.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0
6445,Wayland,2009,,37.304500000000004,,8.064,,,,,,,,,,,,29.2405,,,,,,,,19.0,,1.0,,,,,,,,,,,,18.0,,,,,,,,50.8885,,8.064,,,,,,,,,,,,34.7605,,,,,,8.064,,22.0,,1.0,,,,,,,,,,,,20.0,,,,,,1.0,8.064,0.0,1.0,0.0,8.064,1.0,0.0,0.0,18.0,,20.0,0.0,0.0
6446,Wayland,2010,,27.975,,,,,,,,,,,,,,3.225,,24.75,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,78.8635,,8.064,,,,,,,,,,,,37.9855,,24.75,,,,8.064,,24.0,,1.0,,,,,,,,,,,,21.0,,1.0,,,,1.0,24.75,0.0,1.0,0.0,32.814,2.0,0.0,0.0,1.0,,21.0,0.0,0.0
6447,Wayland,2011,,24.04,,,,,,,,,,,,,,24.04,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,102.90350000000001,,8.064,,,,,,,,,,,,62.0255,,24.75,,,,8.064,,28.0,,1.0,,,,,,,,,,,,25.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,32.814,2.0,0.0,0.0,3.0,1.0,24.0,1.0,4.0
6448,Wayland,2012,,630.125,,84.13,,,,,,,,,,,,364.165,,181.83,,,,,,48.0,,3.0,,,,,,,,,,,,44.0,,1.0,,,,,,733.0285,,92.19399999999999,,,,,,,,,,,,426.19050000000004,,206.58,,,,8.064,,76.0,,4.0,,,,,,,,,,,,69.0,,2.0,,,,1.0,265.96000000000004,0.0,4.0,0.0,298.774,6.0,0.0,0.0,10.0,34.0,34.0,35.0,50.72463768115942
6449,Wayland,2013,,365.03499999999997,,27.75,,,,,,,,,,,,337.28499999999997,,,,,,,,39.0,,2.0,,,,,,,,,,,,37.0,,,,,,,,1098.0635,,119.94399999999999,,,,,,,,,,,,763.4755,,206.58,,,,8.064,,115.0,,6.0,,,,,,,,,,,,106.0,,2.0,,,,1.0,27.75,0.0,2.0,0.0,326.524,8.0,0.0,0.0,20.0,17.0,54.0,52.0,49.056603773584904
6450,Wayland,2014,,176.13,,19.48,,,,,,,,,,,,156.65,,,,,,,,20.0,,2.0,,,,,,,,,,,,18.0,,,,,,,,1274.1935,,139.42399999999998,,,,,,,,,,,,920.1255,,206.58,,,,8.064,,135.0,,8.0,,,,,,,,,,,,124.0,,2.0,,,,1.0,19.48,0.0,2.0,0.0,346.004,10.0,0.0,0.0,12.0,6.0,66.0,58.0,46.774193548387096
6451,Wayland,2015,,582.271,,205.28,,,,139.3,,,,,,,,237.691,,,,,,,,32.0,,2.0,,,,1.0,,,,,,,,29.0,,,,,,,,1856.4644999999998,,344.70399999999995,,,,139.3,,,,,,,,1157.8165,,206.58,,,,8.064,,167.0,,10.0,,,,1.0,,,,,,,,153.0,,2.0,,,,1.0,205.28,0.0,2.0,0.0,551.284,12.0,0.0,0.0,15.0,14.0,81.0,72.0,47.05882352941177
6452,Wayland,2016,,513.306,,,,,,,,,238.14,,,,,275.166,,,,,,,,35.0,,,,,,,,,1.0,,,,,34.0,,,,,,,,2369.7705,,344.70399999999995,,,,139.3,,,238.14,,,,,1432.9825,,206.58,,,,8.064,,202.0,,10.0,,,,1.0,,,1.0,,,,,187.0,,2.0,,,,1.0,0.0,238.14,0.0,1.0,551.284,12.0,1.0,238.14,21.0,13.0,102.0,85.0,45.45454545454545
6453,Wayland,2017,,1371.03,,,,,,,,,610.47,487.305,,,,273.255,,,,,,,,23.0,,,,,,,,,1.0,2.0,,,,20.0,,,,,,,,3740.8005,,344.70399999999995,,,,139.3,,,848.61,487.305,,,,1706.2375,,206.58,,,,8.064,,225.0,,10.0,,,,1.0,,,2.0,2.0,,,,207.0,,2.0,,,,1.0,0.0,1097.775,0.0,3.0,551.284,12.0,4.0,1335.915,15.0,5.0,117.0,90.0,43.47826086956522
6454,Wayland,2018,,426.18,,9.3,,,,,,,,,,,,416.88,,,,,,,,47.0,,1.0,,,,,,,,,,,,46.0,,,,,,,,4166.9805,,354.00399999999996,,,,139.3,,,848.61,487.305,,,,2123.1175,,206.58,,,,8.064,,272.0,,11.0,,,,1.0,,,2.0,2.0,,,,253.0,,2.0,,,,1.0,9.3,0.0,1.0,0.0,560.584,13.0,4.0,1335.915,41.0,5.0,158.0,95.0,37.54940711462451
6455,Wayland,2019,,222.625,,,,,,,,,,,,20.515,,202.11,,,,,,,,23.0,,,,,,,,,,,,3.0,,20.0,,,,,,,,4389.6055,,354.00399999999996,,,,139.3,,,848.61,487.305,,20.515,,2325.2275,,206.58,,,,8.064,,295.0,,11.0,,,,1.0,,,2.0,2.0,,3.0,,273.0,,2.0,,,,1.0,0.0,0.0,0.0,0.0,560.584,13.0,4.0,1335.915,17.0,3.0,175.0,98.0,35.8974358974359
6456,Wayland,2020,,187.99,,,,,,,,,,,,,,187.99,,,,,,,,21.0,,,,,,,,,,,,,,21.0,,,,,,,,4577.5955,,354.00399999999996,,,,139.3,,,848.61,487.305,,20.515,,2513.2175,,206.58,,,,8.064,,316.0,,11.0,,,,1.0,,,2.0,2.0,,3.0,,294.0,,2.0,,,,1.0,0.0,0.0,0.0,0.0,560.584,13.0,4.0,1335.915,18.0,3.0,193.0,101.0,34.35374149659864
6457,Wayland,2021,,363.3936,,,,,,,,,,,,,,363.3936,,,,,,,,32.0,,,,,,,,,,,,,,32.0,,,,,,,,4940.9891,,354.00399999999996,,,,139.3,,,848.61,487.305,,20.515,,2876.6111,,206.58,,,,8.064,,348.0,,11.0,,,,1.0,,,2.0,2.0,,3.0,,326.0,,2.0,,,,1.0,0.0,0.0,0.0,0.0,560.584,13.0,4.0,1335.915,27.0,5.0,220.0,106.0,32.515337423312886
6458,Wayland,2022,,524.695,,,,,,,97.2,,,,,,,427.495,,,,,,,,39.0,,,,,,,1.0,,,,,,,38.0,,,,,,,,5465.6841,,354.00399999999996,,,,139.3,97.2,,848.61,487.305,,20.515,,3304.1061,,206.58,,,,8.064,,387.0,,11.0,,,,1.0,1.0,,2.0,2.0,,3.0,,364.0,,2.0,,,,1.0,0.0,0.0,0.0,0.0,560.584,13.0,4.0,1335.915,32.0,6.0,252.0,112.0,30.76923076923077
6459,Wayland,2023,,857.45,,,,,,,,12.8,,,,103.68,,607.99,,,,,,132.98000000000002,,61.0,,,,,,,,1.0,,,,1.0,,48.0,,,,,,11.0,,6323.1341,,354.00399999999996,,,,139.3,97.2,12.8,848.61,487.305,,124.19500000000001,,3912.0960999999998,,206.58,,,,141.044,,448.0,,11.0,,,,1.0,1.0,1.0,2.0,2.0,,4.0,,412.0,,2.0,,,,12.0,0.0,0.0,0.0,0.0,560.584,13.0,4.0,1335.915,26.0,13.0,278.0,125.0,30.339805825242717
6460,Wayland,2024,,276.34000000000003,,,,,,,,50.15,,,,,,140.69,,,,,,85.5,,18.0,,,,,,,,1.0,,,,,,11.0,,,,,,6.0,,6599.474099999999,,354.00399999999996,,,,139.3,97.2,62.95,848.61,487.305,,124.19500000000001,,4052.7861,,206.58,,,,226.544,,466.0,,11.0,,,,1.0,1.0,2.0,2.0,2.0,,4.0,,423.0,,2.0,,,,18.0,0.0,0.0,0.0,0.0,560.584,13.0,4.0,1335.915,1.0,2.0,279.0,127.0,30.023640661938533
6461,Wayland,2025,,100.0,,,,,,,,,100.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,6699.474099999999,,354.00399999999996,,,,139.3,97.2,62.95,948.61,487.305,,124.19500000000001,,4052.7861,,206.58,,,,226.544,,467.0,,11.0,,,,1.0,1.0,2.0,3.0,2.0,,4.0,,423.0,,2.0,,,,18.0,0.0,100.0,0.0,1.0,560.584,13.0,5.0,1435.915,,,279.0,127.0,30.023640661938533
6462,Wayland,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6699.474099999999,,354.00399999999996,,,,139.3,97.2,62.95,948.61,487.305,,124.19500000000001,,4052.7861,,206.58,,,,226.544,,467.0,,11.0,,,,1.0,1.0,2.0,3.0,2.0,,4.0,,423.0,,2.0,,,,18.0,0.0,0.0,0.0,0.0,560.584,13.0,5.0,1435.915,,,,,
6463,Webster,2006,,6.8999999999999995,,,,,,,,,,,,,,6.8999999999999995,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,6.8999999999999995,,,,,,,,,,,,,,6.8999999999999995,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,3.0,0.0,0.0
6464,Webster,2007,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.8999999999999995,,,,,,,,,,,,,,6.8999999999999995,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0
6465,Webster,2008,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.8999999999999995,,,,,,,,,,,,,,6.8999999999999995,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0
6466,Webster,2009,,156.415,,,,,,,,156.415,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,163.315,,,,,,,,156.415,,,,,,6.8999999999999995,,,,,,,,4.0,,,,,,,,1.0,,,,,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0
6467,Webster,2010,,199.38,,,,,,,,,,,,,,4.9,,194.48,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,362.695,,,,,,,,156.415,,,,,,11.8,,194.48,,,,,,6.0,,,,,,,,1.0,,,,,,4.0,,1.0,,,,,194.48,0.0,1.0,0.0,194.48,1.0,0.0,0.0,,1.0,3.0,1.0,25.0
6468,Webster,2011,,2.925,,,,,,,,,,,,,,2.925,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,365.62,,,,,,,,156.415,,,,,,14.725,,194.48,,,,,,7.0,,,,,,,,1.0,,,,,,5.0,,1.0,,,,,0.0,0.0,0.0,0.0,194.48,1.0,0.0,0.0,1.0,,4.0,1.0,20.0
6469,Webster,2012,,18.200000000000003,,,,,,,,,,,,,,18.200000000000003,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,383.82,,,,,,,,156.415,,,,,,32.925000000000004,,194.48,,,,,,9.0,,,,,,,,1.0,,,,,,7.0,,1.0,,,,,0.0,0.0,0.0,0.0,194.48,1.0,0.0,0.0,,2.0,4.0,3.0,42.857142857142854
6470,Webster,2013,,52.42,,,,,,,,,,,,,,52.42,,,,,,,,7.0,,,,,,,,,,,,,,7.0,,,,,,,,436.24,,,,,,,,156.415,,,,,,85.345,,194.48,,,,,,16.0,,,,,,,,1.0,,,,,,14.0,,1.0,,,,,0.0,0.0,0.0,0.0,194.48,1.0,0.0,0.0,,7.0,4.0,10.0,71.42857142857143
6471,Webster,2014,,181.157,,,,,,,,,,,,,,181.157,,,,,,,,24.0,,,,,,,,,,,,,,24.0,,,,,,,,617.3969999999999,,,,,,,,156.415,,,,,,266.502,,194.48,,,,,,40.0,,,,,,,,1.0,,,,,,38.0,,1.0,,,,,0.0,0.0,0.0,0.0,194.48,1.0,0.0,0.0,7.0,17.0,11.0,27.0,71.05263157894737
6472,Webster,2015,,979.116,,,,,,,,,,,,,,736.696,,242.42000000000002,,,,,,97.0,,,,,,,,,,,,,,95.0,,2.0,,,,,,1596.513,,,,,,,,156.415,,,,,,1003.1980000000001,,436.9,,,,,,137.0,,,,,,,,1.0,,,,,,133.0,,3.0,,,,,242.42000000000002,0.0,2.0,0.0,436.9,3.0,0.0,0.0,15.0,80.0,26.0,107.0,80.45112781954887
6473,Webster,2016,,2547.468,,52.32,,,,60.39,,,,1797.12,,,,612.7860000000001,,24.852,,,,,,86.0,,1.0,,,,1.0,,,,1.0,,,,82.0,,1.0,,,,,,4143.981,,52.32,,,,60.39,,156.415,,1797.12,,,,1615.984,,461.752,,,,,,223.0,,1.0,,,,1.0,,1.0,,1.0,,,,215.0,,4.0,,,,,77.172,1797.12,2.0,1.0,514.072,5.0,1.0,1797.12,13.0,69.0,39.0,176.0,81.86046511627907
6474,Webster,2017,,1295.118,,,1048.32,,,,,,,,,,,246.798,,,,,,,,29.0,,,1.0,,,,,,,,,,,28.0,,,,,,,,5439.099,,52.32,1048.32,,,60.39,,156.415,,1797.12,,,,1862.7820000000002,,461.752,,,,,,252.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,243.0,,4.0,,,,,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,11.0,17.0,50.0,193.0,79.42386831275721
6475,Webster,2018,,217.715,,,,,,,,,,,,19.085,,198.63,,,,,,,,24.0,,,,,,,,,,,,2.0,,22.0,,,,,,,,5656.814,,52.32,1048.32,,,60.39,,156.415,,1797.12,,19.085,,2061.4120000000003,,461.752,,,,,,276.0,,1.0,1.0,,,1.0,,1.0,,1.0,,2.0,,265.0,,4.0,,,,,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,6.0,16.0,56.0,209.0,78.86792452830188
6476,Webster,2019,,315.685,,,,,,,,,,,,50.085,,265.6,,,,,,,,33.0,,,,,,,,,,,,6.0,,27.0,,,,,,,,5972.499,,52.32,1048.32,,,60.39,,156.415,,1797.12,,69.17,,2327.012,,461.752,,,,,,309.0,,1.0,1.0,,,1.0,,1.0,,1.0,,8.0,,292.0,,4.0,,,,,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,8.0,19.0,64.0,228.0,78.08219178082192
6477,Webster,2020,,229.83,,,,,,,,,,,,,,229.83,,,,,,,,25.0,,,,,,,,,,,,,,25.0,,,,,,,,6202.329,,52.32,1048.32,,,60.39,,156.415,,1797.12,,69.17,,2556.842,,461.752,,,,,,334.0,,1.0,1.0,,,1.0,,1.0,,1.0,,8.0,,317.0,,4.0,,,,,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,4.0,21.0,68.0,249.0,78.54889589905363
6478,Webster,2021,,3378.7650000000003,,,3008.3900000000003,,,,,18.855,,,,,,351.52,,,,,,,,42.0,,,2.0,,,,,2.0,,,,,,38.0,,,,,,,,9581.094000000001,,52.32,4056.71,,,60.39,,175.26999999999998,,1797.12,,69.17,,2908.362,,461.752,,,,,,376.0,,1.0,3.0,,,1.0,,3.0,,1.0,,8.0,,355.0,,4.0,,,,,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,4.0,32.0,72.0,281.0,79.15492957746478
6479,Webster,2022,,257.425,,,,,,,,,,,,,,206.425,,,,,,51.0,,23.0,,,,,,,,,,,,,,18.0,,,,,,5.0,,9838.519,,52.32,4056.71,,,60.39,,175.26999999999998,,1797.12,,69.17,,3114.7870000000003,,461.752,,,,51.0,,399.0,,1.0,3.0,,,1.0,,3.0,,1.0,,8.0,,373.0,,4.0,,,,5.0,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,8.0,9.0,80.0,290.0,77.7479892761394
6480,Webster,2023,,384.75,,,,,,,,,,,,,,105.05,,,,,,279.7,,44.0,,,,,,,,,,,,,,12.0,,,,,,32.0,,10223.269,,52.32,4056.71,,,60.39,,175.26999999999998,,1797.12,,69.17,,3219.837,,461.752,,,,330.7,,443.0,,1.0,3.0,,,1.0,,3.0,,1.0,,8.0,,385.0,,4.0,,,,37.0,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,2.0,6.0,82.0,296.0,76.88311688311688
6481,Webster,2024,,279.96,,,,,,,,,,,,,,11.2,,,,,,268.76,,31.0,,,,,,,,,,,,,,1.0,,,,,,30.0,,10503.229,,52.32,4056.71,,,60.39,,175.26999999999998,,1797.12,,69.17,,3231.0370000000003,,461.752,,,,599.46,,474.0,,1.0,3.0,,,1.0,,3.0,,1.0,,8.0,,386.0,,4.0,,,,67.0,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,,,82.0,296.0,76.6839378238342
6482,Webster,2025,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,10503.229,,52.32,4056.71,,,60.39,,175.26999999999998,,1797.12,,69.17,,3231.0370000000003,,461.752,,,,599.46,,474.0,,1.0,3.0,,,1.0,,3.0,,1.0,,8.0,,386.0,,4.0,,,,67.0,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,,,82.0,296.0,76.6839378238342
6483,Webster,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,10503.229,,52.32,4056.71,,,60.39,,175.26999999999998,,1797.12,,69.17,,3231.0370000000003,,461.752,,,,599.46,,474.0,,1.0,3.0,,,1.0,,3.0,,1.0,,8.0,,386.0,,4.0,,,,67.0,0.0,0.0,0.0,0.0,514.072,5.0,1.0,1797.12,,,,,
6484,Wellesley,2010,,63.42,,,,,,,,,,60.06,,,,3.36,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,63.42,,,,,,,,,,60.06,,,,3.36,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,0.0,60.06,0.0,1.0,0.0,0.0,1.0,60.06,1.0,,1.0,0.0,0.0
6485,Wellesley,2011,,4.55,,,,,,,,,,2.4,,,,2.15,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,67.97,,,,,,,,,,62.46,,,,5.51,,,,,,,,4.0,,,,,,,,,,2.0,,,,2.0,,,,,,,0.0,2.4,0.0,1.0,0.0,0.0,2.0,62.46,1.0,,2.0,0.0,0.0
6486,Wellesley,2012,,54.355000000000004,,,,,,,,,40.56,,,,,13.795,,,,,,,,3.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,122.325,,,,,,,,,40.56,62.46,,,,19.305,,,,,,,,7.0,,,,,,,,,1.0,2.0,,,,4.0,,,,,,,0.0,40.56,0.0,1.0,0.0,0.0,3.0,103.02000000000001,2.0,,4.0,0.0,0.0
6487,Wellesley,2013,,10.77,,,,,,,,,,,,,,10.77,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,133.095,,,,,,,,,40.56,62.46,,,,30.075,,,,,,,,9.0,,,,,,,,,1.0,2.0,,,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,103.02000000000001,2.0,,6.0,0.0,0.0
6488,Wellesley,2014,,246.32999999999998,,10.0,,,,,,,,,,,,236.32999999999998,,,,,,,,39.0,,1.0,,,,,,,,,,,,38.0,,,,,,,,379.42499999999995,,10.0,,,,,,,40.56,62.46,,,,266.405,,,,,,,,48.0,,1.0,,,,,,,1.0,2.0,,,,44.0,,,,,,,10.0,0.0,1.0,0.0,10.0,1.0,3.0,103.02000000000001,38.0,,44.0,0.0,0.0
6489,Wellesley,2015,,254.129,,,,,,,,,,,,,,254.129,,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,,,,,,633.554,,10.0,,,,,,,40.56,62.46,,,,520.534,,,,,,,,81.0,,1.0,,,,,,,1.0,2.0,,,,77.0,,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,3.0,103.02000000000001,14.0,19.0,58.0,19.0,24.675324675324674
6490,Wellesley,2016,,62.47,,,,,,,,,,,,,,62.47,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,696.0239999999999,,10.0,,,,,,,40.56,62.46,,,,583.0039999999999,,,,,,,,86.0,,1.0,,,,,,,1.0,2.0,,,,82.0,,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,3.0,103.02000000000001,5.0,,63.0,19.0,23.170731707317074
6491,Wellesley,2017,,167.29000000000002,,,,,,,,,,,,,37.8,68.29,,61.2,,,,,,9.0,,,,,,,,,,,,,1.0,7.0,,1.0,,,,,,863.314,,10.0,,,,,,,40.56,62.46,,,37.8,651.294,,61.2,,,,,,95.0,,1.0,,,,,,,1.0,2.0,,,1.0,89.0,,1.0,,,,,99.0,0.0,2.0,0.0,109.0,3.0,3.0,103.02000000000001,7.0,,70.0,19.0,21.348314606741575
