,City,Year,Capacity (kW DC) Agricultural,Capacity (kW DC) All,Capacity (kW DC) College / University,Capacity (kW DC) Commercial / Office,Capacity (kW DC) Community Solar,Capacity (kW DC) Federal,Capacity (kW DC) Hospital / Health Care,Capacity (kW DC) Industrial,Capacity (kW DC) Mixed Use,Capacity (kW DC) Multi-family residential,Capacity (kW DC) Municipal - K-12 School,Capacity (kW DC) Municipal / Government / Public,Capacity (kW DC) Non-Profit,Capacity (kW DC) Other,Capacity (kW DC) Religious,Capacity (kW DC) Residential,Capacity (kW DC) Restaurant / Food Service,Capacity (kW DC) Retail,Capacity (kW DC) School (K-12),Capacity (kW DC) State,Capacity (kW DC) State - College/University,Capacity (kW DC) Unknown,Project Count Agricultural,Project Count All,Project Count College / University,Project Count Commercial / Office,Project Count Community Solar,Project Count Federal,Project Count Hospital / Health Care,Project Count Industrial,Project Count Mixed Use,Project Count Multi-family residential,Project Count Municipal - K-12 School,Project Count Municipal / Government / Public,Project Count Non-Profit,Project Count Other,Project Count Religious,Project Count Residential,Project Count Restaurant / Food Service,Project Count Retail,Project Count School (K-12),Project Count State,Project Count State - College/University,Project Count Unknown,Cumulative Capacity (kW DC) Agricultural,Cumulative Capacity (kW DC) All,Cumulative Capacity (kW DC) College / University,Cumulative Capacity (kW DC) Commercial / Office,Cumulative Capacity (kW DC) Community Solar,Cumulative Capacity (kW DC) Federal,Cumulative Capacity (kW DC) Hospital / Health Care,Cumulative Capacity (kW DC) Industrial,Cumulative Capacity (kW DC) Mixed Use,Cumulative Capacity (kW DC) Multi-family residential,Cumulative Capacity (kW DC) Municipal - K-12 School,Cumulative Capacity (kW DC) Municipal / Government / Public,Cumulative Capacity (kW DC) Non-Profit,Cumulative Capacity (kW DC) Other,Cumulative Capacity (kW DC) Religious,Cumulative Capacity (kW DC) Residential,Cumulative Capacity (kW DC) Restaurant / Food Service,Cumulative Capacity (kW DC) Retail,Cumulative Capacity (kW DC) School (K-12),Cumulative Capacity (kW DC) State,Cumulative Capacity (kW DC) State - College/University,Cumulative Capacity (kW DC) Unknown,Cumulative Project Count Agricultural,Cumulative Project Count All,Cumulative Project Count College / University,Cumulative Project Count Commercial / Office,Cumulative Project Count Community Solar,Cumulative Project Count Federal,Cumulative Project Count Hospital / Health Care,Cumulative Project Count Industrial,Cumulative Project Count Mixed Use,Cumulative Project Count Multi-family residential,Cumulative Project Count Municipal - K-12 School,Cumulative Project Count Municipal / Government / Public,Cumulative Project Count Non-Profit,Cumulative Project Count Other,Cumulative Project Count Religious,Cumulative Project Count Residential,Cumulative Project Count Restaurant / Food Service,Cumulative Project Count Retail,Cumulative Project Count School (K-12),Cumulative Project Count State,Cumulative Project Count State - College/University,Cumulative Project Count Unknown,Capacity (kW DC) Commercial,Capacity (kW DC) Municipal,Project Count Commercial,Project Count Municipal,Cumulative Capacity (kW DC) Commercial,Cumulative Project Count Commercial,Cumulative Project Count Municipal,Cumulative Capacity (kW DC) Municipal,TPO Count N,TPO Count Y,Cumulative TPO Count N,Cumulative TPO Count Y,pct res TPO cum
0,Abington,2011,,27.508000000000003,,,,,,,,,,,,,,27.508000000000003,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,27.508000000000003,,,,,,,,,,,,,,27.508000000000003,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,50.0
1,Abington,2012,,364.7,,,,,,,,,,,,,,9.510000000000002,,355.19,,,,,,3.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,392.20799999999997,,,,,,,,,,,,,,37.018,,355.19,,,,,,7.0,,,,,,,,,,,,,,6.0,,1.0,,,,,355.19,0.0,1.0,0.0,355.19,1.0,0.0,0.0,,2.0,2.0,4.0,66.66666666666667
2,Abington,2013,,43.129999999999995,,18.72,,,,,,,,,,,,24.41,,,,,,,,5.0,,1.0,,,,,,,,,,,,4.0,,,,,,,,435.33799999999997,,18.72,,,,,,,,,,,,61.428000000000004,,355.19,,,,,,12.0,,1.0,,,,,,,,,,,,10.0,,1.0,,,,,18.72,0.0,1.0,0.0,373.90999999999997,2.0,0.0,0.0,2.0,2.0,4.0,6.0,60.0
3,Abington,2014,,906.79,,,,,,,,147.62,,,,,,166.25,,592.92,,,,,,27.0,,,,,,,,2.0,,,,,,24.0,,1.0,,,,,,1342.128,,18.72,,,,,,147.62,,,,,,227.678,,948.1099999999999,,,,,,39.0,,1.0,,,,,,2.0,,,,,,34.0,,2.0,,,,,592.92,0.0,1.0,0.0,966.8299999999999,3.0,0.0,0.0,4.0,20.0,8.0,26.0,76.47058823529412
4,Abington,2015,,599.3100000000001,,,,,,57.46,,,,,,,,541.85,,,,,,,,75.0,,,,,,1.0,,,,,,,,74.0,,,,,,,,1941.4379999999999,,18.72,,,,57.46,,147.62,,,,,,769.528,,948.1099999999999,,,,,,114.0,,1.0,,,,1.0,,2.0,,,,,,108.0,,2.0,,,,,0.0,0.0,0.0,0.0,966.8299999999999,3.0,0.0,0.0,11.0,63.0,19.0,89.0,82.4074074074074
5,Abington,2016,,1553.395,,20.79,,,,,,,,,,996.74,,535.865,,,,,,,,72.0,,1.0,,,,,,,,,,1.0,,70.0,,,,,,,,3494.8329999999996,,39.51,,,,57.46,,147.62,,,,996.74,,1305.393,,948.1099999999999,,,,,,186.0,,2.0,,,,1.0,,2.0,,,,1.0,,178.0,,2.0,,,,,20.79,0.0,1.0,0.0,987.6199999999999,4.0,0.0,0.0,15.0,55.0,34.0,144.0,80.89887640449439
6,Abington,2017,,213.14000000000001,,62.09,,,,,,,,,,,,151.05,,,,,,,,22.0,,2.0,,,,,,,,,,,,20.0,,,,,,,,3707.973,,101.6,,,,57.46,,147.62,,,,996.74,,1456.443,,948.1099999999999,,,,,,208.0,,4.0,,,,1.0,,2.0,,,,1.0,,198.0,,2.0,,,,,62.09,0.0,2.0,0.0,1049.7099999999998,6.0,0.0,0.0,6.0,14.0,40.0,158.0,79.79797979797979
7,Abington,2018,,699.725,,,,,,,,,496.8,,,4.425,,198.5,,,,,,,,23.0,,,,,,,,,1.0,,,1.0,,21.0,,,,,,,,4407.698,,101.6,,,,57.46,,147.62,496.8,,,1001.165,,1654.943,,948.1099999999999,,,,,,231.0,,4.0,,,,1.0,,2.0,1.0,,,2.0,,219.0,,2.0,,,,,0.0,496.8,0.0,1.0,1049.7099999999998,6.0,1.0,496.8,10.0,11.0,50.0,169.0,77.1689497716895
8,Abington,2019,,218.045,,,,,,,,15.05,,,,37.86,,165.135,,,,,,,,21.0,,,,,,,,1.0,,,,4.0,,16.0,,,,,,,,4625.743,,101.6,,,,57.46,,162.67000000000002,496.8,,,1039.025,,1820.078,,948.1099999999999,,,,,,252.0,,4.0,,,,1.0,,3.0,1.0,,,6.0,,235.0,,2.0,,,,,0.0,0.0,0.0,0.0,1049.7099999999998,6.0,1.0,496.8,4.0,12.0,54.0,181.0,77.02127659574468
9,Abington,2020,,291.84,,,,,,,,,,,,,,291.84,,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,,,,,,4917.5830000000005,,101.6,,,,57.46,,162.67000000000002,496.8,,,1039.025,,2111.918,,948.1099999999999,,,,,,287.0,,4.0,,,,1.0,,3.0,1.0,,,6.0,,270.0,,2.0,,,,,0.0,0.0,0.0,0.0,1049.7099999999998,6.0,1.0,496.8,11.0,24.0,65.0,205.0,75.92592592592592
10,Abington,2021,,399.117,,,,,,,32.3,,,,,,,352.202,,,,,,14.615,,38.0,,,,,,,1.0,,,,,,,36.0,,,,,,1.0,,5316.7,,101.6,,,,57.46,32.3,162.67000000000002,496.8,,,1039.025,,2464.12,,948.1099999999999,,,,14.615,,325.0,,4.0,,,,1.0,1.0,3.0,1.0,,,6.0,,306.0,,2.0,,,,1.0,0.0,0.0,0.0,0.0,1049.7099999999998,6.0,1.0,496.8,15.0,21.0,80.0,226.0,73.85620915032679
11,Abington,2022,,164.608,,,,,,,,,,,,,,139.608,,,,,,25.0,,16.0,,,,,,,,,,,,,,13.0,,,,,,3.0,,5481.308,,101.6,,,,57.46,32.3,162.67000000000002,496.8,,,1039.025,,2603.728,,948.1099999999999,,,,39.615,,341.0,,4.0,,,,1.0,1.0,3.0,1.0,,,6.0,,319.0,,2.0,,,,4.0,0.0,0.0,0.0,0.0,1049.7099999999998,6.0,1.0,496.8,7.0,2.0,87.0,228.0,71.47335423197492
12,Abington,2023,,310.37,,,,,,,,,,,,,,72.61,,,,,,237.76,,32.0,,,,,,,,,,,,,,8.0,,,,,,24.0,,5791.678,,101.6,,,,57.46,32.3,162.67000000000002,496.8,,,1039.025,,2676.338,,948.1099999999999,,,,277.375,,373.0,,4.0,,,,1.0,1.0,3.0,1.0,,,6.0,,327.0,,2.0,,,,28.0,0.0,0.0,0.0,0.0,1049.7099999999998,6.0,1.0,496.8,1.0,1.0,88.0,229.0,70.03058103975535
13,Abington,2024,,168.01999999999998,,,,,,,,,,,,,,46.019999999999996,,,,,,122.0,,17.0,,,,,,,,,,,,,,4.0,,,,,,13.0,,5959.698,,101.6,,,,57.46,32.3,162.67000000000002,496.8,,,1039.025,,2722.358,,948.1099999999999,,,,399.375,,390.0,,4.0,,,,1.0,1.0,3.0,1.0,,,6.0,,331.0,,2.0,,,,41.0,0.0,0.0,0.0,0.0,1049.7099999999998,6.0,1.0,496.8,,,88.0,229.0,69.18429003021149
14,Abington,2025,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,5959.698,,101.6,,,,57.46,32.3,162.67000000000002,496.8,,,1039.025,,2722.358,,948.1099999999999,,,,399.375,,390.0,,4.0,,,,1.0,1.0,3.0,1.0,,,6.0,,331.0,,2.0,,,,41.0,0.0,0.0,0.0,0.0,1049.7099999999998,6.0,1.0,496.8,,,88.0,229.0,69.18429003021149
15,Abington,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,5959.698,,101.6,,,,57.46,32.3,162.67000000000002,496.8,,,1039.025,,2722.358,,948.1099999999999,,,,399.375,,390.0,,4.0,,,,1.0,1.0,3.0,1.0,,,6.0,,331.0,,2.0,,,,41.0,0.0,0.0,0.0,0.0,1049.7099999999998,6.0,1.0,496.8,,,,,
16,Acton,2007,,8.34,,,,,,,,,,,,,,8.34,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,8.34,,,,,,,,,,,,,,8.34,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0
17,Acton,2008,,27.134999999999998,,,,,,,,9.88,,,,,,17.255,,,,,,,,6.0,,,,,,,,1.0,,,,,,5.0,,,,,,,,35.475,,,,,,,,9.88,,,,,,25.595,,,,,,,,8.0,,,,,,,,1.0,,,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,7.0,0.0,0.0
18,Acton,2009,,17.475,,,,,,,,,,,,,,17.475,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,52.95,,,,,,,,9.88,,,,,,43.07,,,,,,,,13.0,,,,,,,,1.0,,,,,,12.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,11.0,1.0,8.333333333333334
19,Acton,2010,,375.08,,,,,,,,,288.13,78.5,,,,8.45,,,,,,,,6.0,,,,,,,,,3.0,1.0,,,,2.0,,,,,,,,428.03,,,,,,,,9.88,288.13,78.5,,,,51.519999999999996,,,,,,,,19.0,,,,,,,,1.0,3.0,1.0,,,,14.0,,,,,,,0.0,366.63,0.0,4.0,0.0,0.0,4.0,366.63,,2.0,11.0,3.0,21.428571428571427
20,Acton,2011,,51.75,,,,,,,,,,,,,,51.75,,,,,,,,8.0,,,,,,,,,,,,,,8.0,,,,,,,,479.78,,,,,,,,9.88,288.13,78.5,,,,103.27,,,,,,,,27.0,,,,,,,,1.0,3.0,1.0,,,,22.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,366.63,7.0,1.0,18.0,4.0,18.181818181818183
21,Acton,2012,,324.376,,207.36599999999999,,,,,,,,,,,,117.00999999999999,,,,,,,,20.0,,4.0,,,,,,,,,,,,16.0,,,,,,,,804.156,,207.36599999999999,,,,,,9.88,288.13,78.5,,,,220.27999999999997,,,,,,,,47.0,,4.0,,,,,,1.0,3.0,1.0,,,,38.0,,,,,,,207.36599999999999,0.0,4.0,0.0,207.36599999999999,4.0,4.0,366.63,6.0,10.0,24.0,14.0,36.8421052631579
22,Acton,2013,,1812.302,,42.81,,,,,,,,1591.52,,,,177.972,,,,,,,,40.0,,3.0,,,,,,,,1.0,,,,36.0,,,,,,,,2616.458,,250.176,,,,,,9.88,288.13,1670.02,,,,398.252,,,,,,,,87.0,,7.0,,,,,,1.0,3.0,2.0,,,,74.0,,,,,,,42.81,1591.52,3.0,1.0,250.176,7.0,5.0,1958.15,30.0,6.0,54.0,20.0,27.027027027027028
23,Acton,2014,,527.338,,184.54999999999998,,,,,,,,,,,,342.788,,,,,,,,48.0,,3.0,,,,,,,,,,,,45.0,,,,,,,,3143.796,,434.726,,,,,,9.88,288.13,1670.02,,,,741.04,,,,,,,,135.0,,10.0,,,,,,1.0,3.0,2.0,,,,119.0,,,,,,,184.54999999999998,0.0,3.0,0.0,434.726,10.0,5.0,1958.15,8.0,37.0,62.0,57.0,47.89915966386555
24,Acton,2015,,536.219,,97.119,,,,,,,,,,,,439.1,,,,,,,,54.0,,1.0,,,,,,,,,,,,53.0,,,,,,,,3680.0150000000003,,531.845,,,,,,9.88,288.13,1670.02,,,,1180.14,,,,,,,,189.0,,11.0,,,,,,1.0,3.0,2.0,,,,172.0,,,,,,,97.119,0.0,1.0,0.0,531.845,11.0,5.0,1958.15,22.0,31.0,84.0,88.0,51.16279069767442
25,Acton,2016,,841.434,,118.08,,,,,,,,,,,,720.689,,,,,,2.665,,89.0,,1.0,,,,,,,,,,,,87.0,,,,,,1.0,,4521.449,,649.925,,,,,,9.88,288.13,1670.02,,,,1900.829,,,,,,2.665,,278.0,,12.0,,,,,,1.0,3.0,2.0,,,,259.0,,,,,,1.0,118.08,0.0,1.0,0.0,649.925,12.0,5.0,1958.15,37.0,50.0,121.0,138.0,53.28185328185328
26,Acton,2017,23.32,538.202,,47.0,,,,,,,,,,,,443.03,24.852,,,,,,1.0,54.0,,1.0,,,,,,,,,,,,51.0,1.0,,,,,,23.32,5059.651,,696.925,,,,,,9.88,288.13,1670.02,,,,2343.859,24.852,,,,,2.665,1.0,332.0,,13.0,,,,,,1.0,3.0,2.0,,,,310.0,1.0,,,,,1.0,71.852,0.0,2.0,0.0,721.7769999999999,14.0,5.0,1958.15,34.0,17.0,155.0,155.0,50.0
27,Acton,2018,,1116.1,,606.13,,,,,,,,,,,,509.97,,,,,,,,61.0,,3.0,,,,,,,,,,,,58.0,,,,,,,23.32,6175.750999999999,,1303.0549999999998,,,,,,9.88,288.13,1670.02,,,,2853.8289999999997,24.852,,,,,2.665,1.0,393.0,,16.0,,,,,,1.0,3.0,2.0,,,,368.0,1.0,,,,,1.0,606.13,0.0,3.0,0.0,1327.907,17.0,5.0,1958.15,50.0,8.0,205.0,163.0,44.29347826086956
28,Acton,2019,66.6,608.779,,,,,,,,,,,,26.005,,516.174,,,,,,,1.0,59.0,,,,,,,,,,,,3.0,,55.0,,,,,,,89.91999999999999,6784.53,,1303.0549999999998,,,,,,9.88,288.13,1670.02,,26.005,,3370.0029999999997,24.852,,,,,2.665,2.0,452.0,,16.0,,,,,,1.0,3.0,2.0,,3.0,,423.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,1327.907,17.0,5.0,1958.15,42.0,13.0,247.0,176.0,41.607565011820334
29,Acton,2020,,1662.495,,,241.74,,898.56,,,,,,,,87.21000000000001,434.985,,,,,,,,55.0,,,1.0,,1.0,,,,,,,,2.0,51.0,,,,,,,89.91999999999999,8447.025,,1303.0549999999998,241.74,,898.56,,,9.88,288.13,1670.02,,26.005,87.21000000000001,3804.988,24.852,,,,,2.665,2.0,507.0,,16.0,1.0,,1.0,,,1.0,3.0,2.0,,3.0,2.0,474.0,1.0,,,,,1.0,985.77,0.0,3.0,0.0,2313.6769999999997,20.0,5.0,1958.15,38.0,13.0,285.0,189.0,39.87341772151899
30,Acton,2021,,5259.9,,24.0,4692.24,,,,,,,,,19.2,,524.46,,,,,,,,57.0,,1.0,1.0,,,,,,,,,1.0,,54.0,,,,,,,89.91999999999999,13706.925000000001,,1327.0549999999998,4933.98,,898.56,,,9.88,288.13,1670.02,,45.205,87.21000000000001,4329.448,24.852,,,,,2.665,2.0,564.0,,17.0,2.0,,1.0,,,1.0,3.0,2.0,,4.0,2.0,528.0,1.0,,,,,1.0,24.0,0.0,1.0,0.0,2337.6769999999997,21.0,5.0,1958.15,45.0,9.0,330.0,198.0,37.5
31,Acton,2022,,1311.964,,26.88,,,,,,,,82.45,,329.56,,714.074,,,,,,159.0,,80.0,,1.0,,,,,,,,1.0,,1.0,,74.0,,,,,,3.0,89.91999999999999,15018.889,,1353.935,4933.98,,898.56,,,9.88,288.13,1752.47,,374.765,87.21000000000001,5043.522,24.852,,,,,161.665,2.0,644.0,,18.0,2.0,,1.0,,,1.0,3.0,3.0,,5.0,2.0,602.0,1.0,,,,,4.0,26.88,82.45,1.0,1.0,2364.557,22.0,6.0,2040.6,59.0,13.0,389.0,211.0,35.04983388704319
32,Acton,2023,,2840.5299999999997,,,,,,,,9.6,,1484.28,,231.48000000000002,,844.09,,,,,,271.08,,115.0,,,,,,,,1.0,,1.0,,9.0,,79.0,,,,,,25.0,89.91999999999999,17859.418999999998,,1353.935,4933.98,,898.56,,,19.48,288.13,3236.75,,606.245,87.21000000000001,5887.612,24.852,,,,,432.745,2.0,759.0,,18.0,2.0,,1.0,,,2.0,3.0,4.0,,14.0,2.0,681.0,1.0,,,,,29.0,0.0,1484.28,0.0,1.0,2364.557,22.0,7.0,3524.88,48.0,16.0,437.0,227.0,33.333333333333336
33,Acton,2024,,1171.54,,,76.8,,,,,,,,,564.0,,168.64,,,,,,362.09999999999997,,39.0,,,2.0,,,,,,,,,2.0,,15.0,,,,,,20.0,89.91999999999999,19030.959,,1353.935,5010.78,,898.56,,,19.48,288.13,3236.75,,1170.245,87.21000000000001,6056.252,24.852,,,,,794.8449999999999,2.0,798.0,,18.0,4.0,,1.0,,,2.0,3.0,4.0,,16.0,2.0,696.0,1.0,,,,,49.0,0.0,0.0,0.0,0.0,2364.557,22.0,7.0,3524.88,5.0,3.0,442.0,230.0,33.04597701149425
34,Acton,2025,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,89.91999999999999,19030.959,,1353.935,5010.78,,898.56,,,19.48,288.13,3236.75,,1170.245,87.21000000000001,6056.252,24.852,,,,,794.8449999999999,2.0,798.0,,18.0,4.0,,1.0,,,2.0,3.0,4.0,,16.0,2.0,696.0,1.0,,,,,49.0,0.0,0.0,0.0,0.0,2364.557,22.0,7.0,3524.88,,,442.0,230.0,33.04597701149425
35,Acton,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,89.91999999999999,19030.959,,1353.935,5010.78,,898.56,,,19.48,288.13,3236.75,,1170.245,87.21000000000001,6056.252,24.852,,,,,794.8449999999999,2.0,798.0,,18.0,4.0,,1.0,,,2.0,3.0,4.0,,16.0,2.0,696.0,1.0,,,,,49.0,0.0,0.0,0.0,0.0,2364.557,22.0,7.0,3524.88,,,,,
36,Acushnet,2006,,3.936,,,,,,,,,,,,,,3.936,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,3.936,,,,,,,,,,,,,,3.936,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0
37,Acushnet,2007,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.936,,,,,,,,,,,,,,3.936,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
38,Acushnet,2008,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.936,,,,,,,,,,,,,,3.936,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
39,Acushnet,2009,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.936,,,,,,,,,,,,,,3.936,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
40,Acushnet,2010,,45.083999999999996,,,,,,,,,,40.044,,,,5.04,,,,,,,,3.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,49.019999999999996,,,,,,,,,,40.044,,,,8.975999999999999,,,,,,,,4.0,,,,,,,,,,2.0,,,,2.0,,,,,,,0.0,40.044,0.0,2.0,0.0,0.0,2.0,40.044,1.0,,2.0,0.0,0.0
41,Acushnet,2011,,15.18,,,,,,,,,,,,,,15.18,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,64.19999999999999,,,,,,,,,,40.044,,,,24.156,,,,,,,,6.0,,,,,,,,,,2.0,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.044,2.0,,4.0,0.0,0.0
42,Acushnet,2012,,58.94,,,,,,,,,,,,,,58.94,,,,,,,,9.0,,,,,,,,,,,,,,9.0,,,,,,,,123.14,,,,,,,,,,40.044,,,,83.096,,,,,,,,15.0,,,,,,,,,,2.0,,,,13.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.044,3.0,6.0,7.0,6.0,46.15384615384615
43,Acushnet,2013,,1781.6399999999999,,1670.27,,,,,,,,,,,,111.37,,,,,,,,19.0,,4.0,,,,,,,,,,,,15.0,,,,,,,,1904.78,,1670.27,,,,,,,,40.044,,,,194.466,,,,,,,,34.0,,4.0,,,,,,,,2.0,,,,28.0,,,,,,,1670.27,0.0,4.0,0.0,1670.27,4.0,2.0,40.044,2.0,13.0,9.0,19.0,67.85714285714286
44,Acushnet,2014,,305.79,,,,,,,,,,,,,,305.79,,,,,,,,41.0,,,,,,,,,,,,,,41.0,,,,,,,,2210.57,,1670.27,,,,,,,,40.044,,,,500.25600000000003,,,,,,,,75.0,,4.0,,,,,,,,2.0,,,,69.0,,,,,,,0.0,0.0,0.0,0.0,1670.27,4.0,2.0,40.044,8.0,33.0,17.0,52.0,75.3623188405797
45,Acushnet,2015,,818.499,,49.5,,,,,,,,,,,,762.239,,,,6.76,,,,104.0,,1.0,,,,,,,,,,,,102.0,,,,1.0,,,,3029.0690000000004,,1719.77,,,,,,,,40.044,,,,1262.4950000000001,,,,6.76,,,,179.0,,5.0,,,,,,,,2.0,,,,171.0,,,,1.0,,,56.26,0.0,2.0,0.0,1726.53,6.0,2.0,40.044,27.0,75.0,44.0,127.0,74.26900584795321
46,Acushnet,2016,,580.485,,,,,,,,,,,,,,580.485,,,,,,,,71.0,,,,,,,,,,,,,,71.0,,,,,,,,3609.554,,1719.77,,,,,,,,40.044,,,,1842.98,,,,6.76,,,,250.0,,5.0,,,,,,,,2.0,,,,242.0,,,,1.0,,,0.0,0.0,0.0,0.0,1726.53,6.0,2.0,40.044,23.0,48.0,67.0,175.0,72.31404958677686
47,Acushnet,2017,,1004.255,,649.88,,,,,,,,,,55.760000000000005,,298.615,,,,,,,,40.0,,1.0,,,,,,,,,,2.0,,37.0,,,,,,,,4613.809,,2369.65,,,,,,,,40.044,,55.760000000000005,,2141.5950000000003,,,,6.76,,,,290.0,,6.0,,,,,,,,2.0,,2.0,,279.0,,,,1.0,,,649.88,0.0,1.0,0.0,2376.4100000000003,7.0,2.0,40.044,24.0,13.0,91.0,188.0,67.38351254480287
48,Acushnet,2018,,250.435,,14.16,,,,,,,,,,7.8,,228.475,,,,,,,,28.0,,1.0,,,,,,,,,,1.0,,26.0,,,,,,,,4864.244,,2383.81,,,,,,,,40.044,,63.56,,2370.07,,,,6.76,,,,318.0,,7.0,,,,,,,,2.0,,3.0,,305.0,,,,1.0,,,14.16,0.0,1.0,0.0,2390.57,8.0,2.0,40.044,20.0,6.0,111.0,194.0,63.60655737704918
49,Acushnet,2019,,330.0,,,,,,,,,,,,37.95,,261.25,,30.8,,,,,,35.0,,,,,,,,,,,,4.0,,30.0,,1.0,,,,,,5194.244000000001,,2383.81,,,,,,,,40.044,,101.51,,2631.32,,30.8,,6.76,,,,353.0,,7.0,,,,,,,,2.0,,7.0,,335.0,,1.0,,1.0,,,30.8,0.0,1.0,0.0,2421.3700000000003,9.0,2.0,40.044,16.0,14.0,127.0,208.0,62.08955223880597
50,Acushnet,2020,,5136.575,,,,,,,2838.24,,,,,,,394.335,,,,,,1904.0,,43.0,,,,,,,1.0,,,,,,,41.0,,,,,,1.0,,10330.819,,2383.81,,,,,2838.24,,,40.044,,101.51,,3025.655,,30.8,,6.76,,1904.0,,396.0,,7.0,,,,,1.0,,,2.0,,7.0,,376.0,,1.0,,1.0,,1.0,0.0,0.0,0.0,0.0,2421.3700000000003,9.0,2.0,40.044,23.0,18.0,150.0,226.0,60.1063829787234
51,Acushnet,2021,,4127.11,,,3560.58,,,,,,,,,10.62,,555.91,,,,,,,,64.0,,,2.0,,,,,,,,,1.0,,61.0,,,,,,,,14457.929,,2383.81,3560.58,,,,2838.24,,,40.044,,112.13000000000001,,3581.565,,30.8,,6.76,,1904.0,,460.0,,7.0,2.0,,,,1.0,,,2.0,,8.0,,437.0,,1.0,,1.0,,1.0,0.0,0.0,0.0,0.0,2421.3700000000003,9.0,2.0,40.044,31.0,30.0,181.0,256.0,58.58123569794051
52,Acushnet,2022,,1371.0249999999999,,,714.42,,,,,,,,,,,503.405,,,133.2,,,20.0,,57.0,,,1.0,,,,,,,,,,,51.0,,,1.0,,,4.0,,15828.954,,2383.81,4275.0,,,,2838.24,,,40.044,,112.13000000000001,,4084.9700000000003,,30.8,133.2,6.76,,1924.0,,517.0,,7.0,3.0,,,,1.0,,,2.0,,8.0,,488.0,,1.0,1.0,1.0,,5.0,133.2,0.0,1.0,0.0,2554.57,10.0,2.0,40.044,36.0,15.0,217.0,271.0,55.532786885245905
53,Acushnet,2023,,4241.08,,,3524.56,,,,,,,,,,,340.4599999999999,,,,,,376.06,,77.0,,,2.0,,,,,,,,,,,31.0,,,,,,44.0,,20070.034,,2383.81,7799.5599999999995,,,,2838.24,,,40.044,,112.13000000000001,,4425.43,,30.8,133.2,6.76,,2300.06,,594.0,,7.0,5.0,,,,1.0,,,2.0,,8.0,,519.0,,1.0,1.0,1.0,,49.0,0.0,0.0,0.0,0.0,2554.57,10.0,2.0,40.044,18.0,6.0,235.0,277.0,53.371868978805395
54,Acushnet,2024,,192.1,,,,,,,,,,,,,,17.0,,,,,,175.1,,22.0,,,,,,,,,,,,,,2.0,,,,,,20.0,,20262.134,,2383.81,7799.5599999999995,,,,2838.24,,,40.044,,112.13000000000001,,4442.43,,30.8,133.2,6.76,,2475.16,,616.0,,7.0,5.0,,,,1.0,,,2.0,,8.0,,521.0,,1.0,1.0,1.0,,69.0,0.0,0.0,0.0,0.0,2554.57,10.0,2.0,40.044,,,235.0,277.0,53.16698656429942
